Season,DayNum,TeamID,OppID,Loc
2022,140,1365,1438,N
2022,140,1365,1448,N
2022,140,1365,1450,A
2022,140,1365,1462,N
2022,140,1374,1382,N
2022,140,1374,1387,H
2022,140,1374,1401,N
2022,140,1374,1402,N
2022,140,1374,1405,N
2022,140,1374,1406,N
2022,140,1374,1429,N
2022,140,1374,1433,N
2022,140,1374,1435,N
2022,140,1374,1438,N
2022,140,1374,1448,N
2022,140,1374,1450,H
2022,140,1374,1462,N
2022,140,1382,1387,N
2022,140,1382,1401,N
2022,140,1382,1402,H
2022,140,1382,1405,N
2022,140,1382,1406,N
2022,140,1382,1429,N
2022,140,1382,1433,N
2022,140,1382,1435,N
2022,140,1382,1438,H
2022,140,1382,1448,N
2022,140,1382,1450,N
2022,140,1382,1462,N
2022,140,1387,1401,N
2022,140,1387,1402,N
2022,140,1387,1405,N
2022,140,1387,1406,N
2022,140,1387,1429,N
2022,140,1387,1433,N
2022,140,1387,1435,N
2022,140,1387,1438,N
2022,140,1387,1448,N
2022,140,1387,1450,H
2022,140,1387,1462,N
2022,140,1401,1402,N
2022,140,1401,1405,N
2022,140,1401,1406,H
2022,140,1401,1429,H
2022,140,1401,1433,H
2022,140,1401,1435,N
2022,140,1401,1438,N
2022,140,1401,1448,H
2022,140,1401,1450,N
2022,140,1401,1462,N
2022,140,1402,1405,N
2022,140,1402,1406,N
2022,140,1402,1429,N
2022,140,1402,1433,N
2022,140,1402,1435,N
2022,140,1402,1438,A
2022,140,1402,1448,N
2022,140,1402,1450,N
2022,140,1402,1462,N
2022,140,1405,1406,N
2022,140,1405,1429,N
2022,140,1405,1433,N
2022,140,1405,1435,A
2022,140,1405,1438,N
2022,140,1405,1448,N
2022,140,1405,1450,N
2022,140,1405,1462,A
2022,140,1406,1429,A
2022,140,1406,1433,A
2022,140,1406,1435,N
2022,140,1406,1438,N
2022,140,1406,1448,A
2022,140,1406,1450,N
2022,140,1406,1462,N
2022,140,1429,1433,A
2022,140,1429,1435,N
2022,140,1429,1438,N
2022,140,1429,1448,A
2022,140,1429,1450,N
2022,140,1429,1462,N
2022,140,1433,1435,N
2022,140,1433,1438,N
2022,140,1433,1448,A
2022,140,1433,1450,N
2022,140,1433,1462,N
2022,140,1435,1438,N
2022,140,1435,1448,N
2022,140,1435,1450,N
2022,140,1435,1462,A
2022,140,1438,1448,N
2022,140,1438,1450,N
2022,140,1438,1462,N
2022,140,1448,1450,N
2022,140,1448,1462,N
2022,140,1450,1462,N
